strategy,variation,date,symbol,entry time,exit time,entry price,exit price,pnl
strategy_1,variation_b,1/12/2024,TCS,11:10:00,11:42:00,415.21,395.47,-0.047542208
strategy_1,variation_b,1/12/2024,ICICIBANK,10:20:00,11:01:00,139.77,137.2,-0.018387351
strategy_1,variation_b,1/12/2024,HDFCBANK,11:20:00,12:02:00,1072.24,1070.45,-0.001669402
strategy_1,variation_b,1/13/2024,INFY,12:59:00,14:44:00,1662.14,1720.37,0.03503315
strategy_1,variation_b,1/13/2024,RELIANCE,14:42:00,15:35:00,311.87,312.36,0.001571167
strategy_1,variation_b,1/13/2024,RELIANCE,10:39:00,10:49:00,1363.78,1317.05,-0.034265057
strategy_1,variation_b,1/13/2024,TCS,13:35:00,13:40:00,1299.7,1303.92,0.003246903
strategy_1,variation_b,1/13/2024,TCS,14:07:00,15:25:00,1357.74,1400.5,0.031493511
strategy_1,variation_b,1/13/2024,TCS,10:58:00,11:50:00,1139.75,1195.8,0.049177451
strategy_1,variation_b,1/13/2024,ICICIBANK,10:01:00,10:14:00,1886.8,1795.45,-0.048415306
strategy_1,variation_b,1/13/2024,INFY,11:54:00,12:36:00,986.72,984.96,-0.001783687
strategy_1,variation_b,1/13/2024,HDFCBANK,10:58:00,11:56:00,729.57,742.39,0.017571994
strategy_1,variation_b,1/14/2024,RELIANCE,12:11:00,13:16:00,285.28,286.96,0.005888951
strategy_1,variation_b,1/14/2024,HDFCBANK,12:52:00,13:28:00,964.05,980.9,0.017478347
strategy_1,variation_b,1/14/2024,ICICIBANK,11:21:00,11:58:00,1258.43,1283.55,0.01996138
strategy_1,variation_b,1/14/2024,RELIANCE,13:28:00,14:40:00,1157.02,1102.54,-0.047086481
strategy_1,variation_b,1/14/2024,TCS,10:40:00,12:33:00,1754.2,1799.65,0.025909246
strategy_1,variation_b,1/15/2024,TCS,10:10:00,10:53:00,884.08,897,0.014614062
strategy_1,variation_b,1/15/2024,TCS,13:34:00,14:08:00,347.09,358.73,0.03353597
strategy_1,variation_b,1/15/2024,TCS,10:53:00,11:00:00,1972.08,1906.22,-0.033396211
strategy_1,variation_b,1/15/2024,INFY,14:02:00,14:30:00,1023.65,1066.72,0.042074928
strategy_1,variation_b,1/15/2024,HDFCBANK,12:12:00,13:32:00,1743.43,1699.75,-0.02505406
strategy_1,variation_b,1/15/2024,ICICIBANK,14:39:00,15:10:00,1584.86,1549.32,-0.022424694
strategy_1,variation_b,1/15/2024,HDFCBANK,10:13:00,10:34:00,1679.88,1750.17,0.041842274
strategy_1,variation_b,1/16/2024,RELIANCE,10:35:00,11:19:00,314.57,325.33,0.034205423
strategy_1,variation_b,1/16/2024,TCS,12:37:00,13:47:00,238.51,236.19,-0.009727055
strategy_1,variation_b,1/16/2024,INFY,11:46:00,13:03:00,1752.55,1792.95,0.023052124
strategy_1,variation_b,1/16/2024,TCS,10:52:00,11:47:00,123.1,125.24,0.01738424
strategy_1,variation_b,1/16/2024,RELIANCE,9:54:00,10:52:00,1474.54,1479.8,0.003567214
strategy_1,variation_b,1/16/2024,TCS,12:39:00,12:47:00,896.45,866.71,-0.033175303
strategy_1,variation_b,1/16/2024,TCS,12:36:00,13:49:00,1357.49,1375.64,0.013370264
strategy_1,variation_b,1/17/2024,ICICIBANK,11:18:00,12:58:00,746.74,749.83,0.004137986
strategy_1,variation_b,1/17/2024,HDFCBANK,13:22:00,13:56:00,1960.06,1980.35,0.010351724
strategy_1,variation_b,1/17/2024,ICICIBANK,14:03:00,14:52:00,576.9,580.6,0.00641359
strategy_1,variation_b,1/17/2024,TCS,10:33:00,11:19:00,1882.13,1804.04,-0.041490226
strategy_1,variation_b,1/17/2024,RELIANCE,11:15:00,11:34:00,185.43,178.5,-0.037372593
strategy_1,variation_b,1/17/2024,ICICIBANK,13:38:00,13:56:00,1705.24,1658.17,-0.027603153
strategy_1,variation_b,1/17/2024,TCS,11:53:00,12:13:00,482.9,503.88,0.043445848
strategy_1,variation_b,1/18/2024,ICICIBANK,12:50:00,14:47:00,267.58,270.44,0.010688392
strategy_1,variation_b,1/18/2024,RELIANCE,14:23:00,15:34:00,581.91,596.83,0.025639704
strategy_1,variation_b,1/18/2024,RELIANCE,12:05:00,12:38:00,372.59,359.6,-0.03486406
strategy_1,variation_b,1/19/2024,ICICIBANK,11:29:00,12:11:00,328.47,314.29,-0.043169848
strategy_1,variation_b,1/19/2024,RELIANCE,10:33:00,12:08:00,1827.96,1868.57,0.022216022
strategy_1,variation_b,1/19/2024,TCS,11:46:00,12:17:00,1746.44,1758.98,0.007180321
strategy_1,variation_b,1/19/2024,RELIANCE,13:03:00,14:16:00,237.01,230.03,-0.029450234
strategy_1,variation_b,1/19/2024,INFY,11:27:00,11:46:00,1523.84,1534.8,0.007192356
strategy_1,variation_b,1/19/2024,RELIANCE,14:00:00,14:07:00,125.4,124.27,-0.009011164
strategy_1,variation_b,1/19/2024,TCS,11:15:00,11:40:00,1630.32,1672.73,0.026013298
strategy_1,variation_b,1/19/2024,TCS,11:11:00,12:46:00,1276.43,1236.43,-0.031337402
strategy_1,variation_b,1/19/2024,RELIANCE,13:19:00,15:16:00,1265.91,1316.29,0.039797458
strategy_1,variation_b,1/20/2024,TCS,9:58:00,10:26:00,625.01,620.76,-0.006799891
strategy_1,variation_b,1/20/2024,TCS,10:19:00,12:05:00,1890.53,1810.15,-0.042517178
strategy_1,variation_b,1/20/2024,INFY,12:54:00,14:19:00,388.89,387.27,-0.004165702
strategy_1,variation_b,1/20/2024,ICICIBANK,12:47:00,13:50:00,1347.18,1410.65,0.047113229
strategy_1,variation_b,1/20/2024,RELIANCE,10:08:00,11:12:00,1577.17,1604.43,0.017284123
strategy_1,variation_b,1/21/2024,HDFCBANK,14:54:00,15:46:00,1679.61,1696.23,0.009895154
strategy_1,variation_b,1/21/2024,RELIANCE,13:30:00,13:50:00,249.07,250.18,0.004456578
strategy_1,variation_b,1/21/2024,HDFCBANK,13:03:00,13:52:00,678.74,662.76,-0.023543625
strategy_1,variation_b,1/21/2024,HDFCBANK,11:19:00,12:41:00,1695.66,1632.49,-0.037253931
strategy_1,variation_b,1/22/2024,RELIANCE,11:07:00,11:41:00,1392.21,1379.42,-0.009186832
strategy_1,variation_b,1/22/2024,TCS,11:27:00,11:36:00,1386.19,1433.03,0.033790462
strategy_1,variation_b,1/22/2024,ICICIBANK,13:13:00,13:33:00,425.46,439.39,0.032741033
strategy_1,variation_b,1/23/2024,TCS,13:54:00,14:32:00,247.53,245.24,-0.009251404
strategy_1,variation_b,1/23/2024,INFY,11:20:00,13:00:00,1831.89,1745.7,-0.047049768
strategy_1,variation_b,1/23/2024,RELIANCE,10:14:00,10:35:00,1507.19,1561.9,0.036299339
strategy_1,variation_b,1/23/2024,HDFCBANK,11:55:00,13:01:00,1612.86,1576.08,-0.022804211
strategy_1,variation_b,1/23/2024,TCS,12:23:00,13:39:00,494.33,481.39,-0.026176845
strategy_1,variation_b,1/23/2024,ICICIBANK,12:41:00,13:52:00,880.63,885.96,0.006052485
strategy_1,variation_b,1/23/2024,ICICIBANK,13:06:00,13:44:00,162.05,161.65,-0.002468374
strategy_1,variation_b,1/24/2024,TCS,14:23:00,14:55:00,836.05,865.47,0.035189283
strategy_1,variation_b,1/24/2024,RELIANCE,13:47:00,15:17:00,1447.83,1512.82,0.044887867
strategy_1,variation_b,1/24/2024,RELIANCE,9:58:00,10:45:00,1767.53,1686.52,-0.04583232
strategy_1,variation_b,1/24/2024,HDFCBANK,14:12:00,14:56:00,190.52,194.84,0.022674785
strategy_1,variation_b,1/24/2024,RELIANCE,10:43:00,11:25:00,1940.22,1960.33,0.010364804
strategy_1,variation_b,1/24/2024,INFY,14:46:00,15:07:00,1808.59,1892.19,0.046223854
strategy_1,variation_b,1/25/2024,INFY,13:59:00,14:29:00,1935.86,1863.74,-0.03725476
strategy_1,variation_b,1/25/2024,INFY,11:03:00,12:20:00,300.19,308.65,0.028182151
strategy_1,variation_b,1/25/2024,HDFCBANK,14:00:00,14:08:00,925.37,946.05,0.022347818
strategy_1,variation_b,1/25/2024,RELIANCE,10:37:00,11:42:00,1312.81,1343.4,0.023301163
strategy_1,variation_b,1/25/2024,RELIANCE,14:19:00,15:30:00,568.65,567,-0.002901609
strategy_1,variation_b,1/25/2024,RELIANCE,10:43:00,12:05:00,1476.04,1504.14,0.019037424
strategy_1,variation_b,1/26/2024,RELIANCE,14:37:00,16:14:00,424.11,443.11,0.044799698
strategy_1,variation_b,1/26/2024,TCS,13:30:00,15:28:00,114.9,116.4,0.01305483
strategy_1,variation_b,1/26/2024,TCS,11:25:00,12:56:00,1061.32,1031.69,-0.027918064
strategy_1,variation_b,1/26/2024,INFY,13:37:00,15:13:00,1265.25,1282.67,0.01376803
strategy_1,variation_b,1/26/2024,HDFCBANK,10:55:00,11:03:00,379.15,373.18,-0.015745747
strategy_1,variation_b,1/26/2024,HDFCBANK,14:35:00,14:51:00,176.26,183.13,0.038976512
strategy_1,variation_b,1/26/2024,HDFCBANK,10:11:00,10:42:00,1871.83,1876.18,0.002323929
strategy_1,variation_b,1/27/2024,TCS,11:50:00,12:39:00,325.15,318.29,-0.021097955
strategy_1,variation_b,1/27/2024,INFY,10:03:00,12:02:00,1039.88,1041.2,0.001269377
strategy_1,variation_b,1/27/2024,HDFCBANK,11:49:00,12:10:00,1876.49,1863.46,-0.006943815
strategy_1,variation_b,1/27/2024,HDFCBANK,13:55:00,15:12:00,1442.6,1458.47,0.01100097
strategy_1,variation_b,1/27/2024,HDFCBANK,10:23:00,11:17:00,275.99,282.85,0.024855973
strategy_1,variation_b,1/27/2024,RELIANCE,12:39:00,12:55:00,821.53,846.29,0.030138887
strategy_1,variation_b,1/28/2024,HDFCBANK,12:22:00,13:37:00,1280.55,1288.13,0.005919332
strategy_1,variation_b,1/28/2024,HDFCBANK,10:53:00,12:50:00,234.91,225.05,-0.041973522
strategy_1,variation_b,1/28/2024,RELIANCE,12:21:00,13:44:00,1542.77,1480.89,-0.040109673
strategy_1,variation_b,1/28/2024,RELIANCE,10:10:00,11:53:00,969.63,941.4,-0.029114198
strategy_1,variation_b,1/28/2024,HDFCBANK,14:55:00,16:47:00,199.18,202.81,0.018224721
strategy_1,variation_b,1/28/2024,TCS,14:50:00,15:43:00,1900.05,1869.14,-0.016267993
strategy_1,variation_b,1/28/2024,ICICIBANK,14:53:00,15:12:00,1771.04,1763.96,-0.003997651
strategy_1,variation_b,1/28/2024,TCS,10:38:00,11:41:00,776.12,743.83,-0.041604391
strategy_1,variation_b,1/28/2024,HDFCBANK,10:18:00,10:58:00,1380.59,1320.2,-0.043742168
strategy_1,variation_b,1/28/2024,ICICIBANK,14:02:00,14:12:00,1389.15,1363.8,-0.018248569
strategy_1,variation_b,1/28/2024,HDFCBANK,12:59:00,13:51:00,1685.69,1759.1,0.043548932
strategy_1,variation_b,1/28/2024,TCS,11:46:00,12:10:00,1338.61,1383.11,0.033243439
strategy_1,variation_b,1/29/2024,INFY,12:51:00,13:55:00,819.93,779.48,-0.04933348
strategy_1,variation_b,1/29/2024,INFY,14:45:00,16:20:00,1704.07,1734.04,0.017587306
strategy_1,variation_b,1/29/2024,HDFCBANK,11:07:00,12:49:00,1019.75,1044.98,0.024741358
strategy_1,variation_b,1/29/2024,HDFCBANK,12:17:00,13:44:00,916.23,898.71,-0.019121836
strategy_1,variation_b,1/29/2024,ICICIBANK,11:13:00,12:34:00,1668.29,1725.82,0.034484412
strategy_1,variation_b,1/29/2024,RELIANCE,12:44:00,13:03:00,849.69,852.23,0.002989326
strategy_1,variation_b,1/29/2024,ICICIBANK,11:57:00,12:26:00,609.53,601.06,-0.013895953
strategy_1,variation_b,1/29/2024,INFY,12:10:00,14:01:00,351.14,349.03,-0.006008999
strategy_1,variation_b,1/30/2024,RELIANCE,12:37:00,14:29:00,1616.92,1669.05,0.032240309
strategy_1,variation_b,1/30/2024,TCS,10:26:00,12:04:00,116.84,122.66,0.049811708
strategy_1,variation_b,1/30/2024,HDFCBANK,10:44:00,12:27:00,1143.35,1158.45,0.013206805
strategy_1,variation_b,1/30/2024,TCS,12:58:00,14:49:00,1491.59,1548.52,0.038167325
strategy_1,variation_b,1/30/2024,RELIANCE,9:42:00,11:22:00,814.03,830.97,0.020810044
strategy_1,variation_b,1/30/2024,HDFCBANK,13:19:00,13:41:00,181.8,186.91,0.028107811
strategy_1,variation_b,1/30/2024,TCS,10:14:00,10:37:00,1424.61,1380.94,-0.030654004
strategy_1,variation_b,1/30/2024,INFY,13:38:00,14:24:00,1014.43,1045.84,0.030963201
strategy_1,variation_b,1/31/2024,RELIANCE,14:19:00,15:02:00,862.48,844.58,-0.020754104
strategy_1,variation_b,1/31/2024,RELIANCE,14:19:00,15:45:00,1665.18,1702.1,0.022171777
strategy_1,variation_b,2/1/2024,RELIANCE,9:57:00,10:23:00,794.79,772.96,-0.027466375
strategy_1,variation_b,2/1/2024,HDFCBANK,14:17:00,14:27:00,1956.31,1878.43,-0.039809642
strategy_1,variation_b,2/1/2024,HDFCBANK,11:08:00,11:22:00,798.04,765.08,-0.041301188
strategy_1,variation_b,2/1/2024,INFY,13:10:00,14:39:00,1174.98,1225.4,0.042911369
strategy_1,variation_b,2/1/2024,ICICIBANK,10:58:00,12:08:00,881.61,848.67,-0.03736346
strategy_1,variation_b,2/2/2024,HDFCBANK,12:50:00,13:55:00,162.03,168,0.036845029
strategy_1,variation_b,2/2/2024,ICICIBANK,13:05:00,13:32:00,834.43,835.37,0.001126518
strategy_1,variation_b,2/2/2024,ICICIBANK,9:53:00,11:45:00,346.24,352.34,0.017617837
strategy_1,variation_b,2/2/2024,TCS,10:24:00,11:26:00,524.2,531.64,0.014193056
strategy_1,variation_b,2/2/2024,INFY,12:58:00,14:54:00,1990.46,1995.88,0.002722989
strategy_1,variation_b,2/3/2024,RELIANCE,11:37:00,12:39:00,872.52,841.4,-0.035666804
strategy_1,variation_b,2/4/2024,RELIANCE,11:56:00,12:30:00,1624.47,1621.07,-0.00209299
strategy_1,variation_b,2/4/2024,ICICIBANK,13:26:00,14:54:00,493.29,494.11,0.001662308
strategy_1,variation_b,2/4/2024,INFY,13:24:00,14:33:00,260.35,257.73,-0.010063376
strategy_1,variation_b,2/4/2024,TCS,11:20:00,13:06:00,1108.78,1119.33,0.009514962
strategy_1,variation_b,2/4/2024,HDFCBANK,11:08:00,13:05:00,944.29,923.1,-0.02244014
strategy_1,variation_b,2/4/2024,ICICIBANK,12:36:00,13:01:00,1589.1,1599.62,0.006620099
strategy_1,variation_b,2/4/2024,INFY,10:29:00,10:39:00,1390.48,1331.6,-0.042345089
strategy_1,variation_b,2/4/2024,TCS,12:38:00,13:13:00,649.94,647.84,-0.003231067
strategy_1,variation_b,2/5/2024,HDFCBANK,11:08:00,11:57:00,623.22,611.15,-0.019367158
strategy_1,variation_b,2/5/2024,INFY,13:28:00,14:13:00,1712.01,1698.76,-0.007739441
strategy_1,variation_b,2/5/2024,HDFCBANK,14:48:00,16:09:00,1594.86,1578.5,-0.010257954
strategy_1,variation_b,2/5/2024,ICICIBANK,13:09:00,14:10:00,1965.24,1955.51,-0.004951049
strategy_1,variation_b,2/5/2024,ICICIBANK,13:34:00,15:04:00,1540.71,1510.96,-0.019309279
strategy_1,variation_b,2/5/2024,TCS,9:37:00,10:50:00,270.84,262.53,-0.030682322
strategy_1,variation_b,2/5/2024,HDFCBANK,14:58:00,16:45:00,311.16,315.77,0.014815529
strategy_1,variation_b,2/5/2024,TCS,12:08:00,13:09:00,1934.08,1847.13,-0.044956775
strategy_1,variation_b,2/5/2024,HDFCBANK,12:22:00,13:02:00,1480.99,1523.16,0.028474196
strategy_1,variation_b,2/5/2024,HDFCBANK,13:59:00,15:21:00,216.1,216.08,-9.25497E-05
strategy_1,variation_b,2/6/2024,RELIANCE,12:19:00,14:04:00,1000.61,995.02,-0.005586592
strategy_1,variation_b,2/6/2024,HDFCBANK,14:34:00,14:51:00,1129.24,1158.82,0.026194609
strategy_1,variation_b,2/6/2024,TCS,9:37:00,10:09:00,1719.86,1756.13,0.021088926
strategy_1,variation_b,2/6/2024,HDFCBANK,11:50:00,13:38:00,1880.47,1941.01,0.032194079
strategy_1,variation_b,2/6/2024,TCS,11:43:00,11:54:00,133.35,130.59,-0.020697413
strategy_1,variation_b,2/6/2024,TCS,11:01:00,11:23:00,1667.01,1632.4,-0.020761723
strategy_1,variation_b,2/7/2024,RELIANCE,14:05:00,14:38:00,1315.25,1338.45,0.017639232
strategy_1,variation_b,2/7/2024,HDFCBANK,10:54:00,11:59:00,931.22,966.86,0.038272374
strategy_1,variation_b,2/7/2024,INFY,13:28:00,14:39:00,1884.23,1909.93,0.013639524
strategy_1,variation_b,2/7/2024,RELIANCE,12:49:00,14:05:00,805.22,828.22,0.028563622
strategy_1,variation_b,2/7/2024,HDFCBANK,13:42:00,14:01:00,1904.81,1835.68,-0.036292334
strategy_1,variation_b,2/7/2024,HDFCBANK,14:13:00,14:42:00,134.93,134.45,-0.0035574
strategy_1,variation_b,2/8/2024,TCS,14:18:00,14:35:00,1591.24,1628.39,0.023346572
strategy_1,variation_b,2/8/2024,TCS,13:08:00,13:41:00,1858.49,1778.27,-0.043164074
strategy_1,variation_b,2/8/2024,INFY,11:37:00,13:09:00,1414.94,1373.38,-0.02937227
strategy_1,variation_b,2/8/2024,INFY,14:43:00,16:08:00,127.79,124.05,-0.029266766
strategy_1,variation_b,2/8/2024,INFY,10:59:00,12:20:00,1179.15,1155.14,-0.020362125
strategy_1,variation_b,2/8/2024,HDFCBANK,10:29:00,12:11:00,1666.5,1607.58,-0.035355536
strategy_1,variation_b,2/8/2024,ICICIBANK,14:00:00,15:15:00,939.48,907.85,-0.033667561
strategy_1,variation_b,2/9/2024,ICICIBANK,10:28:00,11:27:00,802.19,799.32,-0.003577706
strategy_1,variation_b,2/9/2024,INFY,11:37:00,13:31:00,692.21,657.82,-0.049681455
strategy_1,variation_b,2/9/2024,INFY,13:40:00,15:08:00,1174.92,1176.62,0.001446907
strategy_1,variation_b,2/10/2024,TCS,13:10:00,14:22:00,1205.08,1197.44,-0.006339828
strategy_1,variation_b,2/10/2024,INFY,11:57:00,13:49:00,970.24,930.66,-0.04079403
strategy_1,variation_b,2/11/2024,HDFCBANK,13:44:00,14:31:00,187.51,193.29,0.030825023
strategy_1,variation_b,2/11/2024,INFY,13:01:00,14:54:00,273.64,265.41,-0.030076012
strategy_1,variation_b,2/11/2024,TCS,14:25:00,16:06:00,1288.13,1319.96,0.024710239
strategy_1,variation_b,2/11/2024,ICICIBANK,14:32:00,15:13:00,1335.81,1297.38,-0.028769061
strategy_1,variation_b,2/12/2024,HDFCBANK,14:16:00,15:51:00,1632.66,1691.11,0.035800473
strategy_1,variation_b,2/12/2024,RELIANCE,12:08:00,13:25:00,694.8,718.18,0.033649971
strategy_1,variation_b,2/13/2024,INFY,14:49:00,15:22:00,1868.69,1929.74,0.032669945
strategy_1,variation_b,2/13/2024,HDFCBANK,14:32:00,15:29:00,1407.28,1370.96,-0.025808652
strategy_1,variation_b,2/13/2024,HDFCBANK,9:58:00,11:01:00,422.77,409.87,-0.030513045
strategy_1,variation_b,2/13/2024,ICICIBANK,11:42:00,13:13:00,1412.68,1440.53,0.019714302
strategy_1,variation_b,2/13/2024,ICICIBANK,10:07:00,11:34:00,1350.36,1298.64,-0.038300898
strategy_1,variation_b,2/13/2024,HDFCBANK,9:48:00,10:55:00,1883.12,1913.58,0.016175284
strategy_1,variation_b,2/14/2024,INFY,10:16:00,10:32:00,172.16,176.39,0.024570167
strategy_1,variation_b,2/14/2024,TCS,10:37:00,10:48:00,580.89,578,-0.004975124
strategy_1,variation_b,2/15/2024,TCS,10:14:00,10:19:00,840.76,860.09,0.022991103
strategy_1,variation_b,2/15/2024,TCS,13:23:00,14:18:00,144.37,148.07,0.025628593
strategy_1,variation_b,2/15/2024,RELIANCE,10:01:00,11:00:00,1910.35,1877.25,-0.017326668
strategy_1,variation_b,2/15/2024,INFY,11:05:00,12:11:00,360.58,363.49,0.008070331
strategy_1,variation_b,2/15/2024,RELIANCE,10:08:00,11:57:00,1674.03,1603.75,-0.041982521
strategy_1,variation_b,2/16/2024,HDFCBANK,10:45:00,11:35:00,1570.37,1586.38,0.01019505
strategy_1,variation_b,2/16/2024,TCS,9:52:00,11:21:00,1454.79,1479,0.016641577
strategy_1,variation_b,2/16/2024,RELIANCE,11:13:00,12:49:00,1954.43,1881.25,-0.037443142
strategy_1,variation_b,2/16/2024,TCS,12:11:00,13:42:00,1780.72,1851.16,0.039557033
strategy_1,variation_b,2/16/2024,INFY,13:45:00,15:16:00,892.67,862.34,-0.033976722
strategy_1,variation_b,2/16/2024,INFY,12:30:00,13:38:00,969.14,959.15,-0.010308108
strategy_1,variation_b,2/17/2024,HDFCBANK,14:58:00,16:14:00,1722.53,1712.05,-0.006084074
strategy_1,variation_b,2/17/2024,RELIANCE,14:20:00,15:50:00,127.32,130.69,0.02646874
strategy_1,variation_b,2/17/2024,TCS,9:47:00,10:07:00,723.64,720.31,-0.004601736
strategy_1,variation_b,2/17/2024,INFY,13:15:00,13:29:00,544.24,518.32,-0.047626047
strategy_1,variation_b,2/17/2024,ICICIBANK,14:27:00,15:47:00,791.81,797.05,0.006617749
strategy_1,variation_b,2/18/2024,HDFCBANK,14:31:00,16:28:00,516.23,492.31,-0.046335936
strategy_1,variation_b,2/18/2024,ICICIBANK,12:24:00,13:52:00,1404.52,1350.37,-0.038554097
strategy_1,variation_b,2/18/2024,ICICIBANK,14:43:00,15:26:00,540.39,530.59,-0.018135051
